id,text,label
1242, Спасибо за ожидание,neutral
1243, Сейчас мы поступим следующим образом,neutral
1244," Мы направим данные по Вашей проблеме команде на изучение, чтобы она помогла Вам в решении данного вопроса",neutral
1245," Вам нужно указать почту, на которую Вы сможете получить ответ",neutral
1246, Благодарю за данные,neutral
1247, Ответ команды сайта Вы сможете получить в течение нескольких рабочих дней,neutral
1248," В случае если ответа не будет, то Вам нужно связаться с нами еще раз",neutral
1249," Со своей стороны, мы зафиксиров данные по проблеме, чтобы команда сайта смогла Вам помочь",neutral
1250, Благодарим за данное примечание,neutral
1251, Он также будет указано для команды,neutral
1252,Благодарим за Ваше обращение,neutral
1253, Надеемся на скорейшее решение,neutral
1254, Всего доброго и хорошего,neutral
1255, Ожидаю,neutral
1256, Благодарим за поправку,neutral
1257, Всего доброго и хорошего дня,neutral
1258, вы издеваетесь??*??? мне в пятый раз надо все объ объяснять заново?! я копил телеффон с дополнительной гарантией обмена,neutral
1259, телефон сломался,neutral
1260, мне гарантийная группа вернула деньги в виде ваучера на тот профиль с которого я делал заказ,neutral
1261, а профил почему то временно заблокиров,neutral
1262, теперь я не могу получить свои деньги,neutral
1263,ru я уже в пятый раз от вас получаю такой ответ в течении двух месяцев мне никто так ничего и не ответил средства можно мне пер,neutral
1264,ru жду ответа вернее вот этот  досвидания,neutral
1265,"Здравствуйте, меня зовут имя, чем я могу Вам помочь? Уточните, пожалуйста, номер заказа",neutral
1266, Я сейчас все уточню и вернусь к Вам,neutral
1267," Спасибо, что подожд",neutral
1268, 28 марта 2017 г,neutral
1269," по Вашему заказу  был успешно оформлен возврат денежных средств в размере 9514,16 ед",neutral
1270," Возврат совершается в срок 3-20 рабочих дней на карту, с которой Вы соверш платеж",neutral
1271, Суббота и воскресенье в расчетные дни не входят,neutral
1272," Не переживайте, пожалуйста",neutral
1273, Все средства находятся под защитой услуга,neutral
1274," Пожалуйста, подождите немного, так как для выполнения банковских операций необходимо время",neutral
1275, Крайний срок возврата - 25 апреля 2017 г,neutral
1276," Если Вам не вернутся деньги в данный срок, обратитесь, пожалуйста, к нам повторно",neutral
1277, И мы Вам обязательно поможем,neutral
1278," Мне жаль, что ситуация сложилась подобным образом",neutral
1279,"Таковы ограничения, установленные банковской системой для обработки информации",neutral
1280, Большое спасибо за обращение к нам,neutral
1281, Я была рада Вам помочь,neutral
1282," Если я ответила на все Ваши вопросы, нажмите, пожалуйста, на кнопку ""+"" в нижнем правом углу чата и выберите ""Exit"", чтобы оценить мою работу",neutral
1283, Удачного Вам дня и хорошего настроения! Вам спасибо за обращение  ,neutral
1284,"Здравствуйте Почему так долго происходит возмещение средств? Уже прошло 5 дней А нельзя как-то повлиять на ускорение процесса? Хорошо, спасибо за уделённое время",neutral
1285,Я не получил заказ,neutral
1286," Что делать Здравствуйте, меня зовут имя, чем я могу Вам помочь? Уважаемый клиент, информируем Вас о том, что система автоматически закрывает чат, если не следует ответа в течение 4-х минут",neutral
1287," Продолжайте, пожалуйста",neutral
1288," Чтобы я мог Вам помочь, уточните, пожалуйста, номер Вашего заказа",neutral
1289," Уточните, пожалуйста, номер Вашего заказа",neutral
1290, Большое спасибо,neutral
1291," Я сейчас уточню информацию, подождите, пожалуйста",neutral
1292, Спасибо за ожидание,neutral
1293," Вы правильно сдел, что обратились к нам",neutral
1294," Так как Вы просили увеличить срок защиты, то наша команда, учитывая это, попросила Вас в своем промежуточном решении подождать, так как товар еще может прийти",neutral
1295," Подождите, пожалуйста",neutral
1296, Спасибо за ожидание,neutral
1297," Если товара так и не будет, то Вы можете затребовать полный возврат средств",neutral
1298," Пока Вы можете написать в споре, что товар еще не получили",neutral
1299," Скажите, пожалуйста, у Вас еще остсь вопросы по работе услуга? Если у Вас еще будут вопросы - обязательно обращайтесь, будем очень рады Вам помочь",neutral
1300, Большое спасибо за обращение к нам,neutral
1301, Удачного Вам дня и отличного настроения!   ,neutral
1302, Защита покупателя закончилась 19,neutral
1303,03,neutral
1304,17,neutral
1305, Я не получила заказ,neutral
1306, Открыла спор,neutral
1307,  служба  сочла спор недействительным,neutral
1308, Почему? Заказ если товар не придёт? хорошо,neutral
1309,напишу,neutral
1310, пока нет спасибо ,neutral
1311,Я не согласен с результатами по заявке на возврат,neutral
1312," Что делать Здравствуйте, меня зовут имя, чем я могу Вам помочь? Я сейчас все уточню и вернусь к Вам",neutral
1313, Спасибо за пониминие,neutral
1314," Спасибо, что подожд",neutral
1315,"Команда по спорам выставила Вам решение о нулевом возврате, так как посылка прибыла в место назначение и просит связаться Вас с транспортной местной компанией",neutral
1316," Последнее место отслежимяие: ""2017-02-28 00:00 Гило, Иерусм, невостребованных и будут возвращены отправителю""Это можно проверить по ссылки:? Вы под на обжалование Вашего спора, сейчас статус Вашей заявки на рассмотрении доказательств и проверки данных",neutral
1317," Вам нужно не много подождать, чтобы заявка была окончена",neutral
1318, Спасибо за терпение и понимание,neutral
1319," В таком случае, давайте дождемся окончательной заявки на рассмотрении обжалования",neutral
1320," После этого обратитесь в постовое отделение пусть они предоставят Вам официальный документ, что посылка не прибыла в Ваш почтовый адрес где будет указан номер заказа, и с данным документом обратится к нам и мы обязательно Вам поможет решить ситуацию",neutral
1321," Димяя заявка занимает обычно около 10 рабочих дней, но хочу Вас предупредить, что все заявки рассматриваются индивидуально и срок может не много задержатся",neutral
1322," Официальный документ, что посылка не прибыла",neutral
1323, В ней написан Ваш номер заказа и номер отслежимяия,neutral
1324, С собой иметь паспорт номер заказа и номер отслежимяия,neutral
1325, Большое спасибо за обращение к нам,neutral
1326, Я была рада Вам помочь,neutral
1327," Если я ответила на все Ваши вопросы, нажмите, пожалуйста, на кнопку ""Завершить сессию"", чтобы оценить мою работу",neutral
1328, Удачного Вам дня и хорошего настроения!   ,neutral
1329," Здравствуйте имя, я не согласен с решением арбитража по спору что делать, деньги ушли  заказа нет ок да, но в почтовом отделении говорят что не получ данную посылку и всё, отправляют домой ждать ждем уже более 3-х месяцев жуть есть какой то регламент, в течении какого времени будет вынесено решение и что мне делать если я так и не получу ни товара ни денег? сколько может занять времени данный процесс ок, спасибо   скжите  что нужно спросить на почте какой документ",neutral
1330,? я просил письменного подверждения ск таких не дают и нет такой практики мда,neutral
1331,"ясно, спасибо имя за помощь ",neutral
1332,Продавец не отвечает на мои сообщения,neutral
1333," Что мне делать Здравствуйте, меня зовут имя, чем могу Вам помочь? Опишите, пожалуйста, ситуацию подробнее",neutral
1334, Так я быстрее смогу помочь Вам во всем разобраться,neutral
1335, Сейчас мы с Вами во всем разберемся,neutral
1336, Я сейчас все уточню и вернусь к Вам,neutral
1337," Я еще уточняю информацию по Вашему вопросу, подождите, пожалуйста",neutral
1338," Скажите, Вам удобно подождать? Я полностью согласен с Вами",neutral
1339, Спасибо Вам,neutral
1340, Я постараюсь как можно скорее,neutral
1341, Спасибо за скриншот,neutral
1342," Спасибо, что подожд",neutral
1343," По нашей информации, продавец отправил Вам товар 04",neutral
1344,04,neutral
1345,2017,neutral
1346," Хочу обратить Ваше внимание, что статус отслежимяия обновляется с задержкой 5-10 дней",neutral
1347," В данный момент, у Вас еще достаточно, времени до окончания срока гарантированной доставки",neutral
1348, Вашей посылкой сейчас занимается транспортная компания и Вам нужно подождать завершения доставки товара,neutral
1349, Так как Вашей посылкой сейчас занимается транспортная компания,neutral
1350, Вы можете связаться с продавцом и уточнить у него подробно статус Вашей посылки,neutral
1351," Продавцы могут связаться с транспортной компанией, так как он отправил данный товар",neutral
1352, Я Вас понимаю,neutral
1353," Здравствуйте, мое имя тоже имя",neutral
1354, Сколько можно трепать нервы? Заказ Сколько еще нужно времени чтобы донестиНогами посылку до почтового отделения? Честно скажу - простых нормальных слов уже нет,neutral
1355," На ум приходит поговорка - ёжик птица ленивая - пока пинка не дашь, хрен взлетит Да, мин 10 в запасе еще есть",neutral
1356,услуга,neutral
1357,"Заметил такую особенность - чем выше уровень покупателя, тем наглее и хи начинает себя вести площадка",neutral
1358," Самое интеренсое что мировой сайт показывает абсолютно такую же информацию У меня сложилось мнение, что все, абсолютно все склады",neutral
1359," массово перебрсь на Южный полюс Ладно, и на этом спасибо",neutral
1360,"|он избегает этой формулировки во всех своих ответах на мои уточняющие вопросы, предлагая мелкие компенсации вместо однозначного ответа",neutral
1361," а в первом аналогичном заказе он указал, что выс Здравствуйте! Меня зовут имя",neutral
1362, Чем могу Вам помочь? У меня нет возможности переключить Вас на другого специста,neutral
1363, С чем у Вас возникли трудности? Я готов Вам помочь,neutral
1364, Слушаю Вас,neutral
1365, Я сейчас уточню для Вас информацию,neutral
1366," Подождите, пожалуйста",neutral
1367, Понял Вас,neutral
1368," Подождите, пожалуйста, я уточню информацию",neutral
1369, Спасибо за уточнение,neutral
1370, Спасибо за ожидание,neutral
1371," Заказ Вы еще не получили, но уже знаете, что он не тот, что Вам нужен, правильно понимаю? Тогда рекомендую Вам пока что отменить данный спор, получить товар и тогда открыть спор и приложить к нему доказательства того, что товар не соответствует описанию",neutral
1372," Подождите, пожалуйста, я уточню информацию",neutral
1373, Спасибо за ожидание,neutral
1374," Да, миновать получение товара не получится, так как команда по спорам запросит у Вас доказательства того, что товар не соответствует описанию, чтобы вернуть деньги",neutral
1375, Я сейчас уточню для Вас информацию,neutral
1376," Подождите, пожалуйста",neutral
1377," Подождите, пожалуйста, я уточню информацию",neutral
1378, Спасибо за ожидание,neutral
1379, В заказе продавец должен ответить Вам в споре в течение 5 дней,neutral
1380," Если он этого не сделает, спор закроется с Вашим решением",neutral
1381," Если Вы не придете к согласию с продавцом, то на 8-ой день спор обострится",neutral
1382, Понял Вас,neutral
1383," Заказ  выслан обманом, так как продавец не подтвердил его отмену, правильно понимаю? Минуту, пожалуйста",neutral
1384, Спасибо за ожидание,neutral
1385, По этому заказу такая же ситуация,neutral
1386, Продавец должен ответить в споре в течение 5 дней,neutral
1387," Если он этого не сделает, спор закроется с Вашим решением",neutral
1388," В таких случаях Вам все равно нужно будет дождаться товара и открыть спор уже посл получения с причиной ""Товар не соответствует описанию""",neutral
1389, В данном случае гарантии продавца по доставке будут выполнены и не будет возможности доказать несоответствие описанию,neutral
1390, Будет очень сложно выиграть спор,neutral
1391," Скажите, пожалуйста, у Вас остсь еще вопросы по работе с сайтом услуга? Подождите, пожалуйста, я уточню информацию",neutral
1392, Спасибо за ожидание,neutral
1393," В данном случае Вам необходимо попробовать договориться с продавцом о том, что будет если Вы откажетесь от товара на почте, примет ли он Ваше решение в споре после этого",neutral
1394," Если продавец откажется, то рекомендую все же получить товар",neutral
1395," Вероятно, когда Вы под на отмену заказа, продавец уже отправил товар, но еще не обновил информацию на сайте по этому заказу",neutral
1396," Скажите, пожалуйста, у Вас остсь еще вопросы по работе с сайтом услуга? Обращаю Ваше внимание на то, чтo cиcтeмa aвтoмaтичecки зaкpывaeт чaт, если от Вас нет сообщения в течение 4 минут",neutral
1397," Продолжайте, пожалуйста",neutral
1398, Рекомендую Вам описать всю ситуацию в комментарии к спору и дождаться его обострения,neutral
1399," Либо, если продавец не ответит в споре в течение 5 дней с открытия, то спор закроется с вашим активным решением",neutral
1400, Вы можете прикрепить скриншот переписки с продавцом к спору в качестве доказательства,neutral
1401," Скажите, пожалуйста, Вы получили ответ на интересующие Вас вопросы?   ",neutral
1402," у меня будет вопрос относительно подобных случаев (когда выясняется, что несоответствующий товар уже в пути): как правильно оформить претензию? Здравствуйте, можно меня вернуть в разговор с Вимя Б",neutral
1403,? ок,neutral
1404, значит всё по новой,neutral
1405, здравствуйте,neutral
1406, спор по заказу номер  - продавец подтвердил что выслал товар не соответствующий описанию,neutral
1407," товар в пути, ещё не прибыл, не получен",neutral
1408, прошу изменить решение АЕ в связи с отсутствием необходимых пунктов для такого случая при оформлении спора,neutral
1409," было 2 идентичных заказа: 1н пришёл и выяснилось, что продавец выслал не то в обоих  он избегает этой формулировки во всех своих ответах на мои уточняющие вопросы, предлагая мелкие компенсации вместо однозначного ответа",neutral
1410," а в первом аналогичном заказе он указал, что выслал заказ точно соответствующий описанию даже после предоставленных ему фото распакованной посылки ок",neutral
1411," copy-past что бы не набирать всё заного да, всё верно",neutral
1412, т,neutral
1413,е,neutral
1414, миновать получения никак не возможно ? понятно,neutral
1415," тогда подскажите, как быть с заказами  и? выслан обманом",neutral
1416,"   продавец не может подтвердить, что товар оригинальный и не после ремонта",neutral
1417," предидущий аналогичный заказ выявил, что товар пришёл после ремонта и содержал неоригинальные части",neutral
1418," про  понял, спасибо да, верно ок",neutral
1419," у меня будет вопрос относительно подобных случаев (когда выясняется, что несоответствующий товар уже в пути): как правильно оформить претензию? т",neutral
1420,е,neutral
1421," я не могу просто отказаться от получения товара на почте, что бы отправить его обратно не вскрывая? понятно, спасибо",neutral
1422,"  а как это будет применимо к спору к товару высланному обманом? я имею ввиду необходимость получения но зачем мне получать навязанный ненужный товар, высланный обманом? возможно, но он умышленно обманул меня, попросив изменить причину отказа таким образом, что бы он мог не подтверждать отмену",neutral
1423," Согласившись перед этим с отменой в переписке и вместо того, что бы согласовать сложившуюся ситуацию со мной, вместо обмана предидущие 2 заказа он вовсе не отправлял, выдав мне чужие трекномера",neutral
1424, опасаясь очередного обмана я предпочел отменить и этот ещё не отправленный заказ переписка с продавцом учитывается во время спора? т,neutral
1425,к,neutral
1426, там момент обмана очевиден: написанное им расходится с его действиями ок спасибо,neutral
1427," Здравствуйте, меня зовут имя, чем я могу Вам помочь? Опишите, пожалуйста, ситуацию подробнее",neutral
1428, Так я быстрее смогу помочь Вам во всем разобраться,neutral
1429," Скажите, пожалуйста, Вы помните Вашу электронную почту, на которую были зарегистрированы Ваши заказы? Хорошо, ожидаю",neutral
1430," Уточните, пожалуйста, номер Вашего заказа",neutral
1431, Большое спасибо,neutral
1432," Я сейчас уточню информацию, подождите, пожалуйста",neutral
1433," Минутку, пожалуйста",neutral
1434," Спасибо, что подожд",neutral
1435," Для того, чтобы я мог Вам предоставить подобную информацию, напишите, пожалуйста, что Вы заказыв и на какой адрес",neutral
1436, Не переживайте,neutral
1437, пожалуйста,neutral
1438," Для того, чтобы я мог Вам предоставить подобную информацию, напишите, пожалуйста, что Вы заказыв и на какой адрес",neutral
1439, Большое спасибо,neutral
1440," Хорошо, ожидаю",neutral
1441, Большое спасибо,neutral
1442, Спасибо,neutral
1443, Спасибо,neutral
1444," Скажите, пожалуйста, Вы знаете данную электронную почту? ",neutral
1445," Для того, чтобы просмотреть заказы Вашего второго аккаунта, Вам необходимо выйти из аккаунта, с которого Вы обратились к нам и зайти на сайт, используя данную электронную почту",neutral
1446, После этого Вы сможете просмотреть Ваши заказы,neutral
1447," Скажите, пожалуйста, Вы помните пароль от Вашего аккаунта? Если Вы не можете войти в свой аккаунт, нажмите ссылку “Забыли пароль” на странице авторизации",neutral
1448, Введите свой Email и нажмите кнопку “Запросить”,neutral
1449, Далее кнопку “Проверить сейчас”,neutral
1450," При этом Вы сможете убедится, существует ли Ваш email/учётная запись в базе данных услуга",neutral
1451," Если Вы не можете войти в свой аккаунт, нажмите ссылку “Забыли пароль” на странице авторизации",neutral
1452,Введите свой Email и нажмите кнопку “Запросить”,neutral
1453,Далее кнопку “Проверить сейчас”,neutral
1454,"При этом Вы сможете убедится, существует ли Ваш email/учётная запись в базе данных услуга",neutral
1455, После этого Вам на почту придет форма по восстановлению паримя,neutral
1456," Минутку, пожалуйста",neutral
1457, Спасибо,neutral
1458, что подожд,neutral
1459," При входе в аккаунт, нажмите, пожалуйста, на кнопку ""Забыли пароль""",neutral
1460, После этого Вам на почту придет письмо с инструкцией по восстановлению Вашего паримя,neutral
1461," Мне очень жаль, но получить доступ к Вашему аккаунту можно только таким способом",neutral
1462," Минутку, пожалуйста",neutral
1463," Спасибо, что подожд",neutral
1464," Сейчас Вам необходимо выйти из аккаунта, с которого Вы обратились к нам",neutral
1465, Для этого Вам необходимо перейти в меню,neutral
1466," После этого нажать на кнопку ""Меню"" в левом верхнем углу экрана (3 полоски)",neutral
1467," В самом низу будет кнопка ""Выйти""",neutral
1468," После этого, на странице входа будет кнопка ""Забыли пароль""",neutral
1469, Вам необходимо на нее нажать и ввести Вашу электронную почту,neutral
1470," Уважаемый клиент, информируем Вас о том, что система автоматически закрывает чат, если не следует ответа в течение 4-х минут",neutral
1471,Здравствуйте! Помогите пожалуйста вернуть мой старый акаун У меня новый телефон и новый акаунт привязан к нему,neutral
1472, Со старого акаунта был сделан 21 заказ и теперь я их не вижу И не могу туда попасть Могу прислать номер одного из заказа с него Я вчера пробовала изменить через почту не вышло Ок,neutral
1473,будет волшебно если вы вернее страницу,neutral
1474,пока ни у кого Невышло Прошу прощения Вы здесь? Я нечаянно вышла А по номеру я не помню но сейчас напишу что в заказе Машинка ножницы парикмахерские джинсы танк семена украшения И пару платьев Одно синее с якорем другое в клетку красночерную Ножницы чёрные машинка золотая Да,neutral
1475,ru А там сохранен мой пароль? Я его не помню Нет)) А вы могли бы мне имяум все упростить? Я не очень хороший Пользователь Может я могу ссылку на мою страницу получить?и как то без Проблем попасть на неё? ) Мне сейчас надо зайти куда?изночально,neutral
1476," Здравствуйте, меня зовут имя, чем я могу Вам помочь? Спасибо за обращение",neutral
1477," Уточните, Вы не получили выигрыш при достижении уровня? Пришлите, пожалуйста, скриншот самого дерева, скриншот страницы момнет, и скриншот купонов",neutral
1478, Спасибо,neutral
1479, Спасибо за уточнение,neutral
1480, В скриншоте монет зайдите в историю выигрышей сделайте скриншот и пришлите мне,neutral
1481," Уважаемый клиент, информируем Вас о том, что система автоматически закрывает чат, если не следует ответа в течение 4 минут",neutral
1482, Спасибо,neutral
1483, Потребуется время для уточнения,neutral
1484, Вам удобно подождать? Спасибо Вам за понимание,neutral
1485," Уточните пожалуйста версию установленного приложения услуга, и версию операционной системы",neutral
1486, Спасибо,neutral
1487," Я передаю информацию во внутренний отдел специстам, для решения данной проблемы",neutral
1488, Ответ ожидайте в течении нескольких дней на электронную почту привязанную к аккаунту,neutral
1489, здравствуйте,neutral
1490," в игре ""денежное дерево"" при достижении 50, 150, 500 и 700 очков опыта не отображается окно с выбором карты может ли это быть связано с тем, что на момент достижения очков я поливала деревья друзей? скорее всего, нет",neutral
1491, окна с вібором карті не было (это уже в 4 раз),neutral
1492," возможно, всегда насчитывсь монетки? но это вроде как против правил?",neutral
1493,услуг; да версия прилодения :,neutral
1494,", если я ничего не путаю спасибо :)",neutral
1495,"я не получил заказ, что делать   продавец молчит , и вам уже писал|Я не получил товар, что делать |Продавец не отвечает на мои сообщения",neutral
1496," Что мне делать Здравствуйте, меня зовут имя, чем я могу Вам помочь? Спасибо",neutral
1497, Сейчас я уточню информацию по Вашему вопросу,neutral
1498, По данным отслежимяия товар был доставлен 3 февраля,neutral
1499," Вы не открыли спор по заказу, чтобы вернуть средства, если не получили товар",neutral
1500, Теперь срок открытия спора вышел,neutral
1501," Подождите, пожалуйста, я уточняю информацию по Вашему вопросу",neutral
1502, Вам не стоило закрывать Ваш спор,neutral
1503," Подождите, пожалуйста",neutral
1504," Спасибо, что вовремя обратились к нам с этим вопросом",neutral
1505, Я направлю информацию во внутренний отдел на рассмотрение заявки на компенсацию,neutral
1506," Надеюсь, что сложившаяся ситуация решится благополучно",neutral
1507," Вам нужно будет обратиться к нам через 3-5 дней для того, что уточнить статус заявки",neutral
1508, Все привязано к номеру заказа,neutral
1509, Большое спасибо за обращение к нам,neutral
1510, Я была рада Вам помочь,neutral
1511," Если я ответила на все Ваши вопросы, нажмите, пожалуйста, на кнопку ""Завершить сессию"", чтобы оценить мою работу",neutral
1512, Удачного Вам дня и хорошего настроения!   ,neutral
1513,"Здравствуйте , я не получил заказ, продавец молчит, что делать ? номер заказа , Номер заказа:  не тот заказ написал вот этот Номер заказа: открывал спор, но продавец сказал завтра отправлю, закройте пожалуйста спор  что делать ?  это уже как понимаю не первый случай у этого продавца кто мне напишет, как решится вопрос номер заявки ? ok",neutral
1514, спасибо,neutral
1515,Я не согласен с результатами по заявке на возврат,neutral
1516," Что делать Здравствуйте, меня зовут имя, чем я могу Вам помочь? Уточните, пожалуйста, номер Вашего заказа",neutral
1517," Чтобы ответить на ваш вопрос, мне потребуется некоторое время, пожалуйста, подождите",neutral
1518," Спасибо, что подожд",neutral
1519," продавец в переписке указал новый трек номер, вот ссылка для его отслежимяия ",neutral
1520,  Команда по спорам 6 апреля попросила Вас подождать 10 дней,neutral
1521," Я Вам сейчас рекомендую подождать окончания 10 дней, и команда по спорам предложит новое решение",neutral
1522," Не переживайте, срок гарантированной доставки для Вашего заказа составляет 90 дней, и заканчивается 15 мая",neutral
1523," Да, я видел что в переписке продавец Вам предоставил новый трек номер  И указал что это правильный номер отслежимяия",neutral
1524, Я Вас понимаю,neutral
1525," Согласно отслежимяию, посылка покинула Китай 7 апреля",neutral
1526," Я Вас понимаю, не переживайте, срок гарантированной доставки для товара не изменился",neutral
1527," У Вас уже открыт спор по заказу, и переживать нет причин",neutral
1528, Необходимо просто подождать,neutral
1529, Продавец указал сайт для отслежимяия новой посылки,neutral
1530,"  Продавец уточнил, что отслеживать посылку лучше на этом сайте",neutral
1531, Я Вас полностью понимаю в этой ситуации,neutral
1532, Но для беспокойства нет причин,neutral
1533, Срок доставки посылки еще не истек,neutral
1534, У Вас открыт спор по заказу,neutral
1535," В этой ситуации, Вам необходимо подождать",neutral
1536," Поскольку посылка отслеживается, срок гарантированной доставки еще не вышел",neutral
1537, Продавец Вам в переписке указал другой трек номер для посылки,neutral
1538," Но срок доставки считается с того момента, как он указал первый трек номер",neutral
1539, Я Вас понимаю,neutral
1540, 23 марта продавец в сообщениях заказ Вам написал правильный трек номер для отслежимяия посылки,neutral
1541, И новый трек номер имеет отслежимяие,neutral
1542," В этой ситуации, Вам необходимо подождать, пока посылка будет доставлена",neutral
1543," Скажите, пожалуйста, у Вас еще остсь вопросы по работе услуга?   ",neutral
1544,здравствуйте! У меня идет спор с продавцом,neutral
1545," Я не согласен с решением, потому как продавец в начале дал один трек я ждал два месяца потом прегрозил открыть спор и он дал мне  совершеенно другой трек номер, теперь мне предлагают еще ждать  Я конечно подожду, но он мне дал совершенно другой тре номер У меня уже все заказы прешли которые я заказывал намного позже этого У меня уже все заказы прешли которые я заказывал намного позже этого И также я ходил на почту и узнавал по поводу этого нового трек номера, на что мне ответили что товар находиться в Китае и еще даже не уходил от туда Это конечно может быть и так но только заказ я сделал на два месяца раньше Дак как тут не переживать если продавец меня обманывает ",neutral
1546, \ ииии я вам указал сайт нашей страны где тоже всегда отслеживал свои сылки ииии я вам указал сайт нашей страны где тоже всегда отслеживал свои сылки Я понимаю что лучше на этом,neutral
1547," но я и на своем всегда все не плохо смотрел, тем более что это наша российская почта основной перевозчик грузов  И судя по моему сайту товар не покидал Китая И судя по моему сайту товар не покидал Китая",neutral
1548,  И Вы тоже мне предлагаете сидеть и ждать,neutral
1549, Да как она может отслеживаться если это не мой трек номер Продавец мне в начале дал другой ,neutral
1550,"Ясно, я понял, отстал",neutral
1551," плохо, очень плохо что так все решаеться(((((  Буду ждать, что делать",neutral
1552,"Не когда еще за всюисторию заказов, а у меня их уже было много с вашего сайта, такого небыло, чтоб я ждал три месяца и не получал товар",neutral
1553," спасибо! Жаль нет возможности отказаться  Нет, все",neutral
1554, Спасибо,neutral
1555," Что случится, если я запрошу возврат Здравствуйте, меня зовут имя, чем я могу Вам помочь? Уважаемый клиент, информируем Вас о том, что система автоматически закрывает чат, если не следует ответа в течение 4-х минут",neutral
1556," Сейчас я проверю информацию по Вашему заказу, пожалуйста, подождите",neutral
1557," Мне потребуется еще некоторое время, Вам удобно подождать? Большое спасибо",neutral
1558, Спасибо за ожидание,neutral
1559," По нашей информации Вашим спором занимается команда услуга, но решения по Вашему спору так и не последовало с 7 апреля",neutral
1560, Минутку,neutral
1561, Я сейчас направлю информацию для ускорения вынесения решения по Вашему спору,neutral
