id,text,label
16963,Мобильный перевод как,Оплата
16964,"Как пополнять единицы,и активировать услугу 95 сом за 7 дней",мобильная связь - тарифы
16965,Уже дней 5 .Видео не открывает.,FAQ - интернет
16966,Вышлите настройки интернета.,FAQ - интернет
16967,Тариф трафик,мобильная связь - тарифы
16968, услугаЯ только что обновил мой оператор кг,Личный кабинет
16969,Как переходить тариф 2 ,мобильная связь - тарифы
16970,тариф,мобильная связь - тарифы
16971,"Как получить доверительный платеж ,если ты не погасил долг",Мобильные услуги
16972,Перевод с мобильного телефона на телефон,Оплата
16973,Отправьте пожалуйста автоматические настройки ,FAQ - интернет
16974,Баланс,Баланс
16975,Смартфон,Устройства
16976,Стоимость карты  оператор ,Мобильные услуги
16977,Тарифный план,мобильная связь - тарифы
16978,Как отключит платные услуги,FAQ - тарифы и услуги
16979,Подскажите код код на тариф проста 60.спосибо,мобильная связь - тарифы
16980,Как отключить Тариф,FAQ - тарифы и услуги
16981,Вам помочь подобрать тариф?,тарифы - подбор
16982,«тариф»,мобильная связь - тарифы
16983,«тариф»,мобильная связь - тарифы
16984,«тариф»,мобильная связь - тарифы
16985,«тариф»,мобильная связь - тарифы
16986,«тариф»,мобильная связь - тарифы
16987,«тариф»,мобильная связь - тарифы
16988,У меня ес долку?,Мобильные услуги
16989,Тарифы для интернета,мобильная связь - тарифы
16990,Добрый вечер. Отправьте пожалуйста настройки интернета вручную.,FAQ - интернет
16991,Как сменить номер,SIM-карта и номер
16992,можно знать мой номер загресниторован на моей имя,SIM-карта и номер
16993,Я забыла пароль в однокласснике,Личный кабинет
16994,Я забыла пароль,Личный кабинет
16995,Как оплатить ,Оплата
16996,Гребанный интернет,мобильная связь - тарифы
16997,Как перевести деньги на мегоком сим карту от оператора ,Оплата
16998,Здраствуйте как мне знать предущий звонки о ноябре,Баланс
16999,про детализацию обясните,Баланс
17000,Как купить номер с кодом 000,SIM-карта и номер
17001,Я в каком тарифне плана,FAQ - тарифы и услуги
17002,Для интернет,мобильная связь - тарифы
17003,тариф,мобильная связь - тарифы
17004,Интернет услуги,Мобильные услуги
17005,Домашний интернет ,мобильная связь - тарифы
17006,Как прослушать голосовую почту,Мобильные услуги
17007,Тариф безлимитный интернет,тарифы - подбор
17008,«тариф»,мобильная связь - тарифы
17009,тариф,мобильная связь - тарифы
17010,Тарифный план ,тарифы - подбор
17011,тариф тарифы,мобильная связь - тарифы
17012,у меня какой тариф,FAQ - тарифы и услуги
17013,Тариф,мобильная связь - тарифы
17014,Какую команду набирать чтобы получить 30 сом доверительный платежь,Мобильные услуги
17015,тариф месту ,мобильная связь - тарифы
17016,Праверка мегабайт,Баланс
17017,Можете сказать код проверки свободных номеров,SIM-карта и номер
17018,Детализацию звонков,Баланс
17019,Как извлечь симку из сейфа?,Мобильные услуги
17020,Я могу позвонить бесплатно вам для того чтобы узнать ваши тарифы?,тарифы - подбор
17021,Как активировать сим карту,SIM-карта и номер
17022,Какой тарифный план хорошо подходит для интернета?,FAQ - интернет
17023,Мне по ошибке вместо электронного кошелька на баланс деньги загрузили. Можно ли обналичить деньги?,Баланс
17024,Оплата,Оплата
17025,Проверить телефон на 4G,Мобильный интернет
17026,как переводить баланс другого номера,Мобильные услуги
17027,Хотел узнать как можно узнать номера с кодом  свободен ли 120055,SIM-карта и номер
17028,Как подключиться тарифный план Тариф,мобильная связь - тарифы
17029,"Здравствуйте, вчера закинул 35 сом на баланс, а там показывает тарифго 15с...почему?...0000000000",Баланс
17030,отправить смс,Мобильные услуги
17031,Как сделает  тариф ,мобильная связь - тарифы
17032,А безлимитный? ,мобильная связь - тарифы
17033,"тариф,  80сом?",мобильная связь - тарифы
17034,Можете подсказать почему у меня  быстро ушли единицы,Баланс
17035,Я тариф два раза позвонил и интернет не много по лазил ,мобильная связь - тарифы
17036,тариф этим номером щас я не пользуюсь  друг китаец  пользуется он два дня назад приехал ,мобильная связь - тарифы
17037,Мне нужен тариф чтоб интернет был дешевле и звонки  в китай был дешевле ,FAQ - тарифы и услуги
17038,проверка интернет пакета,Баланс
17039, Настройки интернета,Мобильный интернет
17040,Настройки интернета,Мобильный интернет
17041,У меня подключена услуга ты где,Мобильные услуги
17042,Почем стоит серебряный номер ? ,FAQ - тарифы и услуги
17043,Отличие тарифи и тариф+ ? ,FAQ - тарифы и услуги
17044,тариф,мобильная связь - тарифы
17045,Как определить какой номер ? Серебряный или тарифй ?,FAQ - тарифы и услуги
17046,Подскажите мне нужен тариф в китай и интернет ,FAQ - интернет
17047,нужно подключить роуминг,Роуминг
17048,тарифа?,мобильная связь - тарифы
17049,Доброе утро . У меня  укмуш. Сколько минимальное пополнение на баланс. Не могу никак пополнить,мобильная связь - тарифы
17050,На какую сумму надо пополнить баланс для разговоров внутри сети,Оплата
17051,Новые номера,SIM-карта и номер
17052,Как отключить роуминг ,Роуминг
17053,Где могу проверить наличие желаемого номера,SIM-карта и номер
17054,Хочу приобрести номер 0676728 свободен ли он,SIM-карта и номер
17055,Как подключить Тариф за 60,мобильная связь - тарифы
17056,4G ,мобильная связь - зона обслуживания
17057,Здравствуйте! Как узнать сво тариф? какую комбинацию надо набрать? ,FAQ - тарифы и услуги
17058,Еще такой вопрос. У меня был подключен безлимитный интернет до концо этого года. Теперь его нет. В чем дело? ,мобильная связь - тарифы
17059,Какая комбинация ,Мобильные услуги
17060,А как проверить остаток мб,Баланс
17061,Команда для подключения тарифа всё ,мобильная связь - тарифы
17062,тариф,мобильная связь - тарифы
17063,Как отключить тариф,FAQ - тарифы и услуги
17064,Тариф,мобильная связь - тарифы
17065,"привт, где я могу посмотреть номера?",Устройства
17066,красивые номера?,FAQ - тарифы и услуги
17067,тариф,мобильная связь - тарифы
17068,Код подключение тариф,мобильная связь - тарифы
17069,СМЕНА НОМЕРА,FAQ - тарифы и услуги
17070,Сколько стоит вайфай роутер ?,Устройства
17071,На что можно потратить дополнительный баланс,Баланс
17072,Я хотела бы подключит свой номер на тариф ,мобильная связь - тарифы
17073,отдашь мне свой планшет?,Устройства
17074,Как настроить интернет?,Мобильный интернет
17075,а где можно номера посмотреть ,Устройства
17076,переход на тариф 000,мобильная связь - тарифы
17077,сколько стоит номер 0666666?,SIM-карта и номер
17078,сколько стоит VIP номер?,SIM-карта и номер
17079,vip номер,FAQ - тарифы и услуги
17080,Я бы хотела сделать  номер скрытый на операторе,FAQ - тарифы и услуги
17081,Я не хочу участвовать в других акциях тоже. Как можно от этого избавиться ,Мобильные услуги
17082,Как отключить fan mix плеер,Мобильные услуги
17083,Как разблокировать сим карту?,SIM-карта и номер
17084,Как разблокировать сим карту?,SIM-карта и номер
17085,Как проверить тариф? ,FAQ - тарифы и услуги
17086,"День добрый, как активировать симку на планшете?",SIM-карта и номер
17087,Тарифы без абон плат,тарифы - подбор
17088,Здравствуйте . Я хотела узнать цены вип номеров и где их можно приобрести?,SIM-карта и номер
17089,Цены на vip-номера?,FAQ - тарифы и услуги
17090,"Добрый день, у как подключиться на ваш новый тариф, где 8 гиг на неделю",тарифы - подбор
17091,Подбор номера,SIM-карта и номер
17092,Зделойте интернет скорость быстрее,Мобильный интернет
17093,я хочу отправить смс ,Мобильные услуги
17094,тариф тариф 140?,мобильная связь - тарифы
17095,какая разница между  и тариф ?,мобильная связь - тарифы
17096,как отключить тариф,FAQ - тарифы и услуги
17097,безлимитный интернет,мобильная связь - тарифы
17098,Куда списываются мои деньги номер 000000000,Баланс
17099,Как настроить?,Мобильный интернет
17100,как подключить тариф 150,мобильная связь - тарифы
17101,Как перевести баланс на другой номер,Оплата
17102,Свободен ли номер 996007622066,SIM-карта и номер
17103,Свободен ли номер ,SIM-карта и номер
17104,Мне придет сообщение о пропущенних зонках,FAQ - тарифы и услуги
17105,Если включена услуга переадресация,Мобильные услуги
17106,На какой номер можно позвонить для информации по тарифам,FAQ - тарифы и услуги
17107,как подключить тариф,мобильная связь - тарифы
17108,На каких диапазонах работает ваш 4ж?,Мобильный интернет
17109,Добрый вечер. У меня проблемка. Деньги по ошибке на баланс закинули. Есть возможность с баланса деньги снять. ,Баланс
17110,Здравствуйте сколько стоить роутер  ,Устройства
17111,как отключить доп функцию,FAQ - тарифы и услуги
17112,услуга,Мобильные услуги
17113,При вводе номера ошиблись последними цифрами номера и деньги ушли на другой номер как исправить ошибку  и вернуть деньги,Баланс
17114,операторда тоже безлимитный быстрый интернет пакет барбы? ,мобильная связь - тарифы
17115,Безлимитный интернет пакет? ,мобильная связь - тарифы
17116,Список номеров в черном списке,Мобильные услуги
17117,я хочу одного с симкарта единиц на другую симкарту так как первый симкарта мне не нужен,Мобильные услуги
17118,отправить единицу с своего телефона на другого,Оплата
17119,Как пополнить баланс ,Оплата
17120,Расскажите об услуге ожидание удержание,Мобильные услуги
17121,Как сделать номер скрытым ?,FAQ - тарифы и услуги
17122,Как отключит услуга,Мобильные услуги
17123,Как выбрать новый номер ,SIM-карта и номер
17124,Стоимость номеров ,SIM-карта и номер
17125,"Добрый вечер, пожалуйста подскажите тариф с самым быстрым интернетом",мобильная связь - тарифы
17126,тариф ,мобильная связь - тарифы
17127,тариф для дилера,мобильная связь - тарифы
17128,мобильный перевод,Оплата
17129,Роуминг,Роуминг
17130,сколько у вас стоит самсунг с 9,Устройства
17131,как отключить услугу гороскоп  ,Мобильные услуги
17132,гороскоп ,Мобильные услуги
17133,Почем вип номера,FAQ - тарифы и услуги
17134,У меня есть пакеты настроить интернет надо ,Баланс
17135,Мне нужны парамктры ручной настройки интернет,FAQ - интернет
17136,Здравствуйте! Как поменять номер на оператор,SIM-карта и номер
17137,Как проверить онлайн свободные номера?,SIM-карта и номер
17138,Как узнать тарифный план Мой ,FAQ - тарифы и услуги
17139,Как отправить смс получателю в другой стране?,Роуминг
17140,Как отправить смс в другую страну?,Роуминг
17141,Как проверить баланс,Баланс
17142,какие тарифы порекомдоваете для даунов?,FAQ - тарифы и услуги
17143,тариф+ без абонплаты,мобильная связь - тарифы
17144,Расскажите про тариф трафик,мобильная связь - тарифы
17145,Как проверить тариф,FAQ - тарифы и услуги
17146,Как проверить остаток пакета тариф,Баланс
17147,услугадайте ссылку на  ,мобильная связь - тарифы
17148,можно на киберлик спорт дота 2,мобильная связь - тарифы
17149, я проверила мой баланс почему то о,Баланс
17150,Онлайн оплата ,Оплата
17151,Как проверить баланс,Баланс
17152,Могу тариф поменять ,FAQ - тарифы и услуги
17153, Нрчной интернет со скольки начинается?,мобильная связь - тарифы
17154,Ночной безлимит,Мобильные услуги
17155,В этом году я был за границей и не использовал сим карту в течении полу года так как я был вне зоны и когда приехал мой номер заблокировали почему я должен купить свой номер еще раз он же зарегистрирован на мне?,SIM-карта и номер
17156,Как подключить засекречен ный номер,Мобильные услуги
17157,Интернет ,мобильная связь - тарифы
17158,Как я могу пополнить свой баланс за счёт другого,Оплата
17159,Почему у меня списались средства ?,Баланс
17160,Как можно перейти на тариф можна тариф,мобильная связь - тарифы
17161,Интернет коды,мобильная связь - тарифы
17162,Авто настройки интернета,FAQ - интернет
17163,тариф,мобильная связь - тарифы
17164,тариф,мобильная связь - тарифы
17165,«тариф»,мобильная связь - тарифы
17166,«трафик»,мобильная связь - тарифы
17167,МойНомер 000000000 проверить мобтльныц  инернет,Мобильные услуги
17168,4g,мобильная связь - зона обслуживания
17169,Как могу получит история званка,Баланс
17170,Тариф .Мини ,мобильная связь - тарифы
17171,Как потклуит тариф,мобильная связь - тарифы
17172,для интернета,мобильная связь - тарифы
17173,для интернета,мобильная связь - тарифы
17174,Как отключить тариф,FAQ - тарифы и услуги
17175,Как отключить переодресацыю,Мобильные услуги
17176,Пополнить баланс из одного телефона на другой,Оплата
17177,Как поменять номер,SIM-карта и номер
17178,Как перевести из сбербанк он лай ,Оплата
17179,Как перевести ,Оплата
17180,СМС на оператор,Мобильные услуги
17181,трафик за 590,мобильная связь - тарифы
17182,Как отключить услугу услуга+,Мобильные услуги
17183,Неверная тарификация,мобильная связь - тарифы
17184,мой тариф,FAQ - тарифы и услуги
17185,Удобный роуминг,Роуминг
17186,Как переходить на без обонентская плата,тарифы - подбор
17187,Вот моя братишка взял долг 200 сом ,Баланс
17188,Почему у меня вчера ушли единицы,Баланс
17189,трафик,мобильная связь - тарифы
17190,Как подключить на тариф 60,мобильная связь - тарифы
17191,услуга,Роуминг
17192,тарифоператор,Мобильные услуги
17193,Я хочу другой тарифы,Мобильные услуги
17194,«тариф»,мобильная связь - тарифы
17195,без абонентской платы,тарифы - подбор
17196,Тариф ,мобильная связь - тарифы
17197,тариф больше,мобильная связь - тарифы
17198,тариф больше как подключить,мобильная связь - тарифы
17199,Как я могу к инету подключится ?,Мобильный интернет
17200,"Здравствуйте!) я хотела бы узнать, если у меня закончатся мб в тарифе """" могу ли я воспользоваться своим бонусом 50с пополнив его до 60?",Баланс
17201,тариф 0,мобильная связь - тарифы
17202,для звонков,мобильная связь - тарифы
17203,для интернета,мобильная связь - тарифы
17204,У меня безлимит интернет ,мобильная связь - тарифы
17205,"Почему минуты не закончились, а деньги уходят ?",Баланс
17206,Как можно вычислить свой номер,SIM-карта и номер
17207,Как вычислить свой номер через жпс,SIM-карта и номер
17208,Как пзванит в узбекистана ,FAQ - тарифы и услуги
17209,Как скачать приложение баланс кг,Мобильные услуги
17210,Тарифы,мобильная связь - тарифы
17211,Личный кабинет ,Личный кабинет
17212,Почему так много денег списалось за 216 кбайт интернета?,Баланс
17213,Как пополнить счет друга с своего номера,Оплата
17214,Помогите скачать приложение баланс кг,Мобильные услуги
17215,План тарифа на 40сом,мобильная связь - тарифы
17216,«тариф»,мобильная связь - тарифы
17217,«тариф»,мобильная связь - тарифы
17218,Эн арзан тарифтер,мобильная связь - тарифы
17219,Бесплатные интернет,мобильная связь - тарифы
17220,Интернет тарифы,мобильная связь - тарифы
17221,«тариф»,мобильная связь - тарифы
17222,Бесплатный интернет,мобильная связь - тарифы
17223,Интернет услуги,Мобильные услуги
17224,Тарифные планы,тарифы - подбор
17225,«трафик»,мобильная связь - тарифы
17226,Как узнать баланс? ,Баланс
17227,тариф,мобильная связь - тарифы
17228,Допонительный баланс,Баланс
17229,Как узнат тариф,FAQ - тарифы и услуги
17230,Бесплатные тарифы ,тарифы - подбор
17231,Где читать смс в мой ?,Личный кабинет
17232,Какие выгодные тарифы с без лимитным тарифом,тарифы - подбор
17233,без абонентской платы,тарифы - подбор
17234,тариф,Мобильный интернет
17235,Есть ли способ оплаты через интернет из зарубежа,Оплата
17236,Интернетим жакшы  ,мобильная связь - тарифы
17237,Интернет услуги,Мобильные услуги
17238,Тариф lti,мобильная связь - тарифы
17239,Сами лучший интернет ,мобильная связь - тарифы
17240,Интернет услуги,Мобильные услуги
17241,Тариф,мобильная связь - тарифы
17242,Как перевести деньги на другой номер,Оплата
17243,Подпрочный интернет1гига,мобильная связь - тарифы
17244,Интернет услуг,Мобильные услуги
17245,"Здравствуйте, можно ли перейти на тариф",мобильная связь - тарифы
17246,"Здравствуйте,как получить подарок для установления приложения мой оператор кg",Личный кабинет
17247,Как перевести баланс?,Мобильные услуги
17248,Как я могу перевести денег на другой номер оператор,Оплата
17249,Можно ли отключить доверительный платеж,Мобильные услуги
17250,Как можно поменять носер,мобильная связь - тарифы
17251,Как можно поменять номер?,SIM-карта и номер
17252,Как подключить на месяц безлимитный интернет сколько сомов,мобильная связь - тарифы
17253,"Здравствуйте, скажи те пожалуйста, как узнать активирована ли сим карта?",SIM-карта и номер
17254,тарифы на месяц,мобильная связь - тарифы
17255,пожалуйста подключите мой тариф на месяц,мобильная связь - тарифы
17256,что такое lte advans ,Мобильный интернет
17257,тариф,мобильная связь - тарифы
17258,Тариф,мобильная связь - тарифы
17259,Мой тариф,FAQ - тарифы и услуги
17260,Мой мегабайт сколько остался,Баланс
17261,"Скажите пожалуйста, сколько будут составлять звонки в Россию на оператора оператор",FAQ - тарифы и услуги
17262,Вообще интернет не выходит,мобильная связь - тарифы
17263,Информация о моём тарифном плане,FAQ - тарифы и услуги
17264,Тариф на 4Gинтернета,мобильная связь - тарифы
17265,Я не магу пойти в офисы на телефоне регистрация номера не делают,Личный кабинет
17266,Почему у меня Интернет то появляется то исчезает?,мобильная связь - тарифы
17267,Тариф байланыш,мобильная связь - тарифы
17268,Мобилный перевод,Оплата
17269,трафик ,мобильная связь - тарифы
17270,У меня тариф ,мобильная связь - тарифы
17271,«трафик»,мобильная связь - тарифы
17272,«трафик»,мобильная связь - тарифы
17273,«трафик»,мобильная связь - тарифы
17274,Что с моим тарифом,FAQ - тарифы и услуги
17275,Как потлкючить интернет<тариф+>,мобильная связь - тарифы
17276,услуга,Мобильные услуги
17277,Мобильной перевод ,Оплата
17278,Как отключить тарифныйплан,FAQ - тарифы и услуги
17279,На что могу потратить дополнительный баланс?,Баланс
17280,Подарок при пополнении счета ,Баланс
17281,проверка остаток,Баланс
17282,трафик ,мобильная связь - тарифы
17283,Что за тариф?,мобильная связь - тарифы
17284,тариф ,мобильная связь - тарифы
17285,Как отключит услуг где дети,FAQ - тарифы и услуги
17286,Безлимит ,мобильная связь - тарифы
17287,У меня не ловит сеть сим карта со вчерашнего дня,SIM-карта и номер
17288,Опишите тариф,мобильная связь - тарифы
17289,я не могу вспомнить пароль учетной записи роутера,Личный кабинет
17290,Как узнать свой номер,SIM-карта и номер
17291,сколько стоит звонок в россиию,FAQ - тарифы и услуги
17292,стоимость звонков в россию,FAQ - тарифы и услуги
17293,"Здравствуйте, подскажите пожалуйста какую комбинацию цифр набрать чтобы узнать свой номер? ",SIM-карта и номер
17294,Как отключить услугу мобильного интернета,Мобильный интернет
17295,Домашний интернет,мобильная связь - тарифы
17296,У меня нету денег на счету,Баланс
17297,как настроить интернет ,Мобильный интернет
17298,"Здравствуйте, хотел бы узнать комбинацию для проверки остатка мегабайтов интернета",Баланс
17299,тариф ,мобильная связь - тарифы
17300,интернет,мобильная связь - тарифы
17301,интернет,мобильная связь - тарифы
17302,проверьте плиз номер 00000000000 на имя. я им давно не пользовалась....работает он или нет?,FAQ - тарифы и услуги
17303,на мой  телефон приходит сообшение  от 0000,Мобильные услуги
17304,тариф 60,мобильная связь - тарифы
17305,Скачать турецкий сериал наша история,Мобильные услуги
17306,тариф,мобильная связь - тарифы
17307,о тариф,мобильная связь - тарифы
17308,как перевести единицы с оператора на оператор ,Оплата
17309,сейф симкарта,Мобильные услуги
17310,настройка роутера,Мобильный интернет
17311,Я хотел бы подключиться на тариф,мобильная связь - тарифы
17312,Проверка 4g,Мобильный интернет
17313,"БЕЗ ЗВЕЗДОЧЕК""",мобильная связь - тарифы
17314,Почему заблокировали мой номер 000000000?,SIM-карта и номер
17315,Пакет тариф,мобильная связь - тарифы
17316,00000000000 дайте мне пароль ,Личный кабинет
17317,Ну пароль не подходить,Личный кабинет
17318,кокой выбрать тариф без интернета,мобильная связь - тарифы
17319,И переключить тариф,мобильная связь - тарифы
17320,свободные номера,SIM-карта и номер
17321,свободные номера,SIM-карта и номер
17322,тариф ,мобильная связь - тарифы
17323,как посмотреть какой номер свободен,SIM-карта и номер
17324,У меня неверная тарификация,FAQ - тарифы и услуги
17325,Как купить вип номера,FAQ - тарифы и услуги
17326,Мобильный перевод,Оплата
17327,Слышал про сим карту с безлимитным интернетом,мобильная связь - тарифы
17328,Могу ли я востоновить Сим карту она оформлена на меня. Но у меня на руках ксерокопия  паспорта только?,SIM-карта и номер
17329,VIP,FAQ - тарифы и услуги
17330,номер для восстановления номера,SIM-карта и номер
17331,восстановление номера,SIM-карта и номер
17332,Добрый день! Какой номер телефона приемной Гендиректора?,SIM-карта и номер
17333,Какой номер телефона приемной Генерального директора компании ?,SIM-карта и номер
17334,У вас новый тариф . Там вотсап и одноклассники бесплатно. Там скорость какая? И можно ли оттуда безгранично скачивать и смотреть видео?,мобильная связь - тарифы
17335,Как проверить свободные номера,SIM-карта и номер
17336,Турецкий сериал наша история,Мобильные услуги
17337,как проверить тариф и остаток?,FAQ - тарифы и услуги
17338,как узнать тариф?,FAQ - тарифы и услуги
17339,"российский номер был у вас на роуминге, и в данный момент не работает",Роуминг
17340,Можете подсказать тариф с самыми выгодным ценами на звонки внутри сети а также вне сети,тарифы - подбор
17341,Расскажите про тариф,мобильная связь - тарифы
17342,надо перейти с тариф на тариф ,мобильная связь - тарифы
17343,как я могу востановить симкарту ?,SIM-карта и номер
17344,почему у меня сгорела симкарта,SIM-карта и номер
17345,как активирвать симкарту,SIM-карта и номер
17346,Как подключиться к тарифу тариф?,мобильная связь - тарифы
17347,Почему у меня не работают мобильные данные ? Хотя только что пришло уведомление о подключении пакета ,Баланс
17348,Как отключится от тариф ,FAQ - тарифы и услуги
17349,Я пополнил баланс подключился в пакет по данному тарифу  но мне надо было перевести тариф на другой на гг,Баланс
17350,"Здравствуйте. Через телефон, когда раздают через опцию мобильная точка досутпа интернет  беслптано это услуга у вас?",Мобильные услуги
17351,"Здравствуйте. Через телефон, когда раздают через опцию мобильная точка досутпа интернет беслптано это услуга у вас?",Мобильные услуги
17352,Сколько стоит номер 0000000?,SIM-карта и номер
17353,тариф в месяц 140сом,мобильная связь - тарифы
17354,"Здравствуйте,как проверить свой тарифный план",FAQ - тарифы и услуги
17355,"купила новый телефон,там 4g,а у меня был пакет 3g.я перешла на тариф 4,а интернета в телефоне нет.Что делать?",FAQ - тарифы и услуги
17356,Сбросьте настройки мобильного интернета пожалуйста,Мобильный интернет
17357,150с баланс есть подарок нет почему ,Баланс
17358,Как отключить абонентскую плату за месяц за интернет?,Мобильный интернет
17359,Скачать турецкий сериал чобан йлдизи,Мобильные услуги
17360,"здравствуйте, как нам отключить переадресацию?",Мобильные услуги
17361,Как подключить тариф,мобильная связь - тарифы
17362,Почему нельзя подключить тариф ,мобильная связь - тарифы
17363,"Здравствуйте, помогите выбрать тариф. ",тарифы - подбор
17364,"Телефон старый, кнопочный. Телефон нужен только для звонков",мобильная связь - тарифы
17365,Можете описать эти 2 тарифа ,мобильная связь - тарифы
17366,Здравствуйте хотел узнать новый код номеров ,SIM-карта и номер
17367,на интернет тарифах внутри сети сколько платить,FAQ - интернет
17368,про мой тариф,мобильная связь - тарифы
17369,для звонков и для интернета,мобильная связь - тарифы
17370,меня интересует мой тариф,мобильная связь - тарифы
17371,Слишуом большую сумму за 216 кб трафика сняли.,Баланс
17372,сколько стоит поменять тариф,FAQ - тарифы и услуги
17373,Здравствуйте слышал что появились новые номера?,SIM-карта и номер
17374,Как получить новый номер,SIM-карта и номер
17375,Как отдать долг,Мобильные услуги
17376,Мобильный перевод код,Оплата
17377,Выбор номера,SIM-карта и номер
17378,где можно посмотреть зону охвата,Устройства
17379,Зона охвата,мобильная связь - зона обслуживания
17380,Скажите как проверить свой тариф ?,FAQ - тарифы и услуги
17381,Я взял симку с аэропорта ,SIM-карта и номер
17382,как можно перевести денег с баланса на другой номер? ,Оплата
17383,Проверка пакетов,Баланс
17384,Автонастройка Майкрософт люмиа,FAQ - интернет
17385,как отправить смс,Мобильные услуги
17386,отправить смс через сайт,Мобильные услуги
17387, Можешь отправить код подключения за тариф 95 сом,мобильная связь - тарифы
17388,Как проверить средства если сеть пропала ,Баланс
17389,Как подклучитса на тариф,мобильная связь - тарифы
17390,Как погостить долг?,Мобильные услуги
17391,Как погостить долг сразу не ждать до окончания срока,Мобильные услуги
17392,У вас есть безлимитный домашний интернет?,мобильная связь - тарифы
17393,тафиф  беспроводной?,мобильная связь - тарифы
17394,Как проверить свой тариф?,FAQ - тарифы и услуги
17395,Как подключить тариф ' тариф ' ?,мобильная связь - тарифы
17396,тариф,мобильная связь - тарифы
17397,Как сменить номер?,SIM-карта и номер
17398,Не понятный тариф деньги уходят за минуты,Баланс
17399,Смс через сайт,Мобильные услуги
17400,При подключении тарифа  надо же отдельно  покупать роутер и приставку для тв да?,мобильная связь - тарифы
17401,как подключить тариф . с помощью какой комбинации ? ,мобильная связь - тарифы
17402,Как сменить номер ?,SIM-карта и номер
17403,Как узнать свой тариф,FAQ - тарифы и услуги
17404,Смс через сайт,Мобильные услуги
17405,Здравствуйте. Скажите пожалуйста как тарифицируется интернет на тарифе   тариф?,мобильная связь - тарифы
17406,тариф premium,мобильная связь - тарифы
17407,Какой тариф предложите для интернета и звонка вне сити ?,тарифы - подбор
17408,Как подключить и отключить услугу услуга? ,Мобильные услуги
17409,"Здравствуйте,у вас есть какие-либо тарифы для ов?",мобильная связь - тарифы
17410,95 сом,мобильная связь - тарифы
17411,А можно изменить тариф,FAQ - тарифы и услуги
17412,Как проверить мегабайт ,Баланс
17413,Как добавить мелодию ,Мобильные услуги
17414,как поменять на тариф?,мобильная связь - тарифы
17415,услуга россия оператор,Мобильные услуги
17416,Как я могу перевести единицу с другого тел.номера на свой тел номер,Оплата
17417,Хочу установить мобильный интернет,Мобильный интернет
17418,тариф ,мобильная связь - тарифы
17419,тариф  в месяц,мобильная связь - тарифы
17420,архив тариф,мобильная связь - тарифы
17421,как узнать номер телефона,SIM-карта и номер
17422,Провертел номер ,SIM-карта и номер
17423,"Хотел узнать номер  когда выйдет на продажу , я им уже не пользовался с 2017 года 28 января , так как потерял его и не могу восстановить , оформлен он не на меня ",SIM-карта и номер
17424,"Я не могу восстановить свой же номер , теперь жду когда он выйдет на продажу ",SIM-карта и номер
17425,"Хотел узнать номер  когда выйдет на продажу , я им уже не пользовался с 2017 года 28 января , так как потерял его и не могу восстановить , оформлен он не на меня ",SIM-карта и номер
17426,трафик ,мобильная связь - тарифы
